RepairOrderNo	CustID	Qty	Description	Material	Condition	Color	SizeWgt	Price
9110	"16601"	1	"Patio"				"9'9"" wide, 2' drop, 4'8"" proj."	0.0000
9111	"1393"	1	"BD1 Welded/Kitchen"	"canvas"	"Fair"	"Green"	"4'6x7'6=33.75'"	0.0000
9111	"1393"	1	"BU1 Ext"	"Canvas"	"Fair"	"Green"	"3'8x11'5=41.91'"	0.0000
9112	"16603"	1	"Lateral"	"Acrylic"		"Beige/Green Stripe"		0.0000
9112	"16603"	1	"Valance"	"Acrylic"		"Beige/Green Stripe"		0.0000
9112	"16603"	1	"Bag"			"White ACI"		0.0000
9113	"10298"	1	"Awning-front"					0.0000
9114	"11184"	1	"Cover"			"White"	"4'5x2'4=10.34'"	0.0000
9115	"16607"	1	"Backflap for patio"				"22.5""x17'"	0.0000
9115	"16607"	1	"Patio awning"	"Acrylic"		"blue/tan/multi"	"17'wX21'10""gore/372'"	0.0000
9116	"16609"	1	"Valance"	"Acrylic"		"Blue"		0.0000
9117	"16611"	1	"Single L2"	"Cavnas/Vinyl"		"White"		0.0000
9118	"16539"	1	"Cushion Cover"	"Poly"		"White"		0.0000
9119	"16614"	1	"Lateral"	"Acrylic"		"Off White/Taupe Stripe"	"14'6x12'11=187.34'"	0.0000
9119	"16614"	1	"Valance"	"Acrylic"		"Off White/Taupe Stripe"	"14'6x8"""	0.0000
9120	"16615"		"Winter porch covers"	"Vinyl"		"Clear"		0.0000
9121	"16616"	1	"Patio"				"13'6x16'6=222.75'"	0.0000
9122	"16515"		"Gazebo curtains"					0.0000
9122	"16515"	1	"Grill Cover"					0.0000
9123	"16595"	1	"Boat Cover"	"Acrylic"		"Toast"	"8'9x20'10=182.26'"	0.0000
9124	"16560"	1	"Extension"	"Acrylic"	"Fair"	"Terra Cotta"	"11'2x2'8"	0.0000
9125	"16617"	1	"Extension #4"	"Acrylic"	"f"	"Burgundy"	"5'7""x4'1"""	0.0000
9125	"16617"	1	"Extension #3"	"Acrylic"	"f"	"Burgundy"	"5'10""x4'1"""	0.0000
9126	"16618"	1	"Lateral"	"Acrylic"		"Oyster/green/grey stripe"	"9'6""x9'6"""	0.0000
9126	"16618"	1	"Valance"	"Acrylic"		"Oyster/green/grey stripe"	"9'6""x9"""	0.0000
9127	"16619"	1	"Lateral"	"Acrylic"	"Fair"	"Beige/green stripe"	"12'7""x10'10""=123.66'"	0.0000
9127	"16619"	1	"Valance"	"Acrylic"	"Fair"	"beige/green stripe"	"12'7""x8"""	0.0000
9128	"10251"	1	"BU1 single"	"Sunb-4799"		"Black/White/Grey Stripe"		0.0000
9128	"10251"	1	"FU1 single"	"Sunb-4799"		"Black/White/Grey Stripe"		0.0000
9129	"16620"	1	"Boot"		"Good"	"Blue"		0.0000
9130	"16624"	1	"Valance"	"Acrylic"		"Beige Stripe"	"22'7x7"""	0.0000
9131	"10737"	1	"Patio"	"acrylic"		"Green/Tan"	"25'8x14'8=376.58'"	0.0000
9132	"2598"	1	"Podium Cover"	"Acrylic"				0.0000
9133	"16625"	1	"Boat top"	"Acrylic"		"red tweed"	"4'9 x 4'6 = 21.38'"	0.0000
9133	"16625"	1	"Mooring cover"	"Acrylic"		"red tweed"	"12'3 x 7'6 = 91.88"	0.0000
9134	"16565"	1	"Patio"	"Acrylic"		"Beige Multi"	"15'7x13'8=212.98'"	0.0000
9135	"16626"	1	"Gazebo cover"	"Acrylic"	"New S14"	"Forest Green Beige Fancy"	" approx 10x10"	0.0000
9136	"16604"	2	"Panels"	"V+V"		"White/Clear"	"~5x6=30'/66.00"	0.0000
9136	"16604"	1	"Panel"	"V+V"		"White/Clear"	"5'6x6'10=37.57'"	0.0000
9136	"16604"	1	"Panel"	"V+V"		"White/Clear"	"4'10x4'4=20.96'"	0.0000
9136	"16604"	1	"Panel"	"V+V"		"White/Clear"	"6'10x1'9=11.95'"	0.0000
9136	"16604"	1	"Panel"	"V+V"		"White/Clear"	"6'10x2=13.66'"	0.0000
9137	"16630"	1	"Shade sail"				"~10x5=50'"	0.0000
9138	"16632"	1	"Lateral"	"Acrylic"		"Oyster"	"13.66x10.42=142.33'"	0.0000
9138	"16632"	1	"Lateral"	"Acrylic"		"Oyster"	"18.66x14.5=270.57'"	0.0000
9138	"16632"	1	"Valance"	"Acrylic"		"Oyster"	"13'8x7"""	0.0000
9138	"16632"	1	"Valance"	"Acrylic"		"Oyster"	"18'8x9"""	0.0000
9139	"2390"	1	"Cover"	"acrylic"	"New S14"	"Blue Striped"	"14'4x19=272.46'"	0.0000
9140	"16569"	1	"Awning"			"Beige"	"14'7x12'8-cutout=192.07'"	0.0000
9141	"16637"	1	"Awning B1"	"Acrylic"		"Red/Blue/Yellow/Green"	"15'1x13'7=204.79'"	0.0000
9141	"16637"	1	"Awning B2"	"Acrylic"		"Green"	"18'2x11'7=210.41'"	0.0000
9142	"1707"	1	"Bimini"	"acrylic"		"Linen"	"9x8=72'"	0.0000
9143	"16640"	1	"Patio-Waterside"				"56'6""x16'=904sf"	0.0000
9143	"16640"	1	"Patio-City Side"				"52.75'x16'=844sf"	0.0000
9144	"16641"	1	"Lateral"		"New S14"	"Tan Tweed"	"13'9""x11'3"""	0.0000
9145	"16631"	1	"Patio"	"Acrylic"		"Green/White 4-bar"	"20'10x13'4=277.87'"	0.0000
9146	"16643"	1	"Panel"	"Acrylic"		"Green"	"7x4"	0.0000
9147	"2598"	1	"Railing cover"					0.0000
9148	"16646"	1	"Boat Cover"			"Grey"		0.0000
9150	"15895"	1	"Awning"					0.0000
9151	"16648"	1	"Lateral"	"Acrylic"		"Green/beige"	"12'7""x12'=150.96'"	0.0000
9151	"16648"	1	"Valance"	"Acrylic"		"Green/beige"	"12'7""x8"""	0.0000
9152	"16649"	1	"Valance"				"24'6""x7"""	0.0000
9153	"1389"	1	"Umbrella"			"Blue?"	"7'D=38.47'"	0.0000
9154	"16650"	1	"Umbrella"	"Acrylic"	"Fair"	"Green"	"9' round"	0.0000
9155	"16651"	1	"Lateral"	"Acrylic"		"Dark Green"	"19'8.5"""	0.0000
9156	"15946"	1	"Lateral"	"Acrylic"		"Grey"		0.0000
9157	"16652"	1	"Awning"	"Acrylic"		"Green"		0.0000
9158	"16654"	1	"Boat cover"	"poly??"		"Beige"	"~23x8'6=195.5'"	0.0000
9159	"16655"	1	"Awning-sunsetter"	"A?"			"19'8x12'6+roll"	0.0000
9159	"16655"	1	"Valance"	"A?"			"19'8x7"""	0.0000
9160	"16656"	1	"Panel"	"V+V"		"White/Clear"	"6'5x11""=5.91'"	0.0000
9160	"16656"	1	"Panel"	"V+V"		"White/Clear"	"6'11x2=13.84'"	0.0000
9160	"16656"	1	"Window"	"V+V"		"White/Clear"	"4x4+tail=16.75'"	0.0000
9161	"6229"	1	"Cabana"	"acrylic"	"Fair"	"Off White"	"14'6x11=159.5'"	0.0000
9161	"6229"	4	"Curtains"	"acrylic"	"Fair"	"Off White"	"7x7'6=52.5'/84.00"	0.0000
9162	"16659"	1	"Patio"	"Acrylic"	"New S14"	"Hemlock Tweed"	"52'x11'"	0.0000
9163	"16660"	1	"Lateral-lower deck"	"Sunbrella"		"Marine Blue #4678"	"17'7x11'6"	0.0000
9163	"16660"	1	"Valance-lower deck"	"Sunbrella"	"oceanwave"	"Marine Blue #4678"		0.0000
9163	"16660"	1	"Lateral-upper deck"	"Sunbrella"		"Marine Blue #4678"	"9' 9-1/2""x9'6"	0.0000
9163	"16660"	1	"Valance-upper deck"	"Sunbrella"	"oceanwave"	"Marine Blue #4678"		0.0000
9164	"16661"	1	"Welded frame awning"	"Sunbrella"		"Captain Navy #4902"	"45-3/4""w x 12""d x 36""p"	0.0000
9164	"16661"	1	"Welded frame awning"	"Sunbrella"		"Captain Navy #4902"	"39""w x 12""d x 24""p"	0.0000
9165	"16662"	1	"Lateral"	"Acrylic"		"Tan/Green/White Stripe"	"9'6x9=85.5'"	0.0000
9165	"16662"	1	"Valance"	"Acrylic"		"Tan/Green/White Stripe"	"9'6x8"""	0.0000
9166	"16666"	1	"Lateral"	"Acrylic"		"white/gold/taupe"	"19'7""x13'6"""	0.0000
9167	"1419"	1	"FU1 front double ext"	"Acrylic"		"Green/White Stripe"		0.0000
9168	"16668"	4	"Footstool/Ottoman"	"Acrylic"	"2-sided"	"Green/White Stripe"	"2'6x3'2=15.8'/35.55"	0.0000
9168	"16668"	28	"Table Chair Backs"	"Acrylic"	"2-sided"	"Green/White Stripe"	"2'3x2'1=9.36'/28.00"	0.0000
9168	"16668"	28	"Table Chair Bottoms"	"Acrylic"	"2-sided"	"Green/White Stripe"	"2x2'6=10'/28.00"	0.0000
9168	"16668"	16	"Patio Chair Backs"	"Acrylic"	"2-sided"	"Green/White Stripe"	"2'2x2'10=12.24'/27.54"	0.0000
9168	"16668"	16	"Patio Chair Bottoms"	"Acrylic"	"2-sided"	"Green/White Stripe"	"3'2x3=18.96'/42.66"	0.0000
9169	"16669"	1	"Playground cover"	"Acrylic"		"Blue"	"4'8R-cutout=62.83'"	0.0000
9170	"16670"	1	"Valance"	"Acrylic"		"Tan/Green/White Stripe"	"10'3'x?"	0.0000
9171	"16676"	1	"Lateral"	"Acrylic"		"Beige/Green/Blue Stripe"	"18'6x14'6=268.25'"	0.0000
9171	"16676"	1	"Valance"	"Acrylic"		"Beige/Green/Blue Stripe"	"18'6x8"""	0.0000
9172	"16678"	1	"Extension"		"NewS14"		"11'3.25"" x 2'3"" x 3'6"""	0.0000
9172	"16678"	1	"Single-bathroom"		"New S14"		"2'10""x2'6""x2'6"""	0.0000
9173	"7676"	1	"Single 3rd Fl #3"	"Acrylic"		"Pacific Blue/grey stripe"		0.0000
9174	"16668"	7	"Chaise Lounge"	"Acrylic"	"2-sided"	"Green w/White Piping"	"7x2'9=38.5'"	0.0000
9175	"16679"	1	"Valance"	"Acrylic"			"13'x8"""	0.0000
9175	"16679"	1	"Lateral"	"Acrylic"			"13'X10'8""=235.81 sf"	0.0000
9176	"2255"	1000	"IFAI bags"	"repurposed"				0.0000
9177	"1745"	1	"BBQ Cover"	"A, Seamark"		"Tan, Tan Tweed"	"8'1x8'6+3x2'10(x2)=85'"	0.0000
9178	"15960"	1	"Panel"	"V+Mesh"		"White/Grey mesh"	"9'6x2'10=12.33'"	0.0000
9179	"15959"	1	"Patio"	"Acrylic"	"Good"	"tan/green fancy"	"16'1""x18'11""=304.23'"	0.0000
9180	"9616"	1	"Race Trailer Cover"	"dacron+mesh"	"Fair"	"Grey/Red"	"32x15'2=485.44'"	0.0000
9181	"2901"	1	"Mooring Cover"	"Pyrotone"		"Grey w/brown trim patch"		0.0000
9172	"16678"	1	"Single-dining room"		"New S14"		"3'1""x1'1.5""x1'2"""	0.0000
9182	"16685"	1	"Awning"	"Acrylic"	"New"	"Fern Classic #4955"	"3'2-1'4""w x 2 x 2 + 5"" val+rop"	0.0000
9183	"2255"	400	"NECPA bags"					0.0000
9184	"16686"	1	"Tent"			"Green w/graphics"		0.0000
9185	"16687"	1	"Cushion Covers"	"Acrylic"	"2-Sided"	"Blue/White Stripe, V under"	"~3x6'6=39.08'"	0.0000
9186	"16689"	1	"Umbrella"	"Acrylic"		"Terra Cotta"	"6'6R=132.68'"	0.0000
9187	"16440"	1	"Picture window hip*"		"*Estimate"	"Forest Green"	"10'3""x2'2""X2'4""+6"" val."	0.0000
9188	"16692"	1	"Valance"	"Acrylic"		"Green/White/Pink/Multi"	"16'7x10"""	0.0000
9189	"13269"	1	"Freestander Large-Pool"					0.0000
9190	"16696"	1	"Aft Curtain Center"	"A+V"		"Emerald Green/Clear"	"~6x2=12'"	0.0000
9190	"16696"	2	"Aft Curtain Sides"	"A+V"		"Emerald Green/Clear"	"~6x2=12'/26.40"	0.0000
9190	"16696"	1	"Cover-odd shape"	"Acrylic"		"Navy"	"~3x7=19.15'"	0.0000
9191	"13973"	1	"Boat cover"	"Acrylic"	"Fair"	"Dark Green"	"16'10""x8'1""=135.99'"	0.0000
9191	"13973"	1	"Battery cover"	"Acrylic"	"Fair"	"Dark Green"	"3'3""x1'3""=4.06'"	0.0000
9191	"13973"	1	"Boot"	"Acrylic"		"Dark Green"	"7'9x1'11=14.88'"	0.0000
9192	"16700"	1	"LD3 Ext"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"LU3 Double"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"LD4 Double"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"LSD2 Double"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"LSU1 Double"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"LSD1 Double"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"BD3 Single"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"BU4 Single"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"RU5 Single"	"Canvas"		"Blue"		0.0000
9192	"16700"	1	"BD2 Ext"	"Canvas"		"Blue"		0.0000
9193	"11234"	1	"Patio"	"Sunb. Firesist"			"50x12=600'"	0.0000
9194	"16701"	1	"Pool Cover"	"mesh"		"green"		0.0000
9195	"16705"	1	"Canopy End"	"Vinyl"		"White"	"for 9x10"	0.0000
9196	"16706"	1	"Door hood"	"Weblon"	"New F14"	"Driftwood grey"	"24""x6'x4', 4"" valance"	0.0000
9197	"15842"	2	"Singles"	"Acrylic"		"DkBlue/Grey Stripe"		0.0000
9197	"15842"	2	"Doubles"	"Acrylic"		"DkBlue/Grey Stripe"		0.0000
9198	"11364"	1	"L Patio"	"acrylic"	"New S08"	"Spruce"	"393'"	0.0000
9199	"16696"	1	"Cover-odd shape"	"Acrylic"	"OK"	"Navy"	"~3x7=19.15'"	0.0000
9199	"16696"	1	"Aft Curtain Center"	"A+V"	"F/P"	"Emerald Green/Clear"	"~6x2=12'"	0.0000
9199	"16696"	2	"Aft Curtain Sides"	"A+V"	"F/P"	"Emerald Green/Clear"	"~6x2=12'/26.40"	0.0000
9200	"15811"	1	"Awning F1"	"Acrylic"	"Fair"	"Forest Green"	"9'3x4'1=37.44'"	0.0000
9200	"15811"	1	"Awning B1"	"Acrylic"	"Fair"	"Forest Green"	"9'3x4'1=37.44'"	0.0000
9200	"15811"	1	"Awning R1"	"Acrylic"	"Fair"	"Forest Green"	"14'6x4'1=59.16'"	0.0000
9201	"15149"	1	"F1 single"	"Acrylic"		"Grey/Tan Stripe"		0.0000
9201	"15149"	1	"F2 ext"	"Acrylic"		"Grey/Tan Stripe"	"8'4x3'4=27.86'"	0.0000
9201	"15149"	1	"B3 single"	"Acrylic"		"Grey/Tan Stripe"		0.0000
9202	"16707"	1	"Patio"	"Acrylic"	"F/Faded"	"Terra Cotta/paint val trim"	"40'11x11'6=470.58'"	0.0000
9203	"12254"	1	"Dodger"	"A+V"		"White/Clear"	"5'10x5'10=33.99'"	0.0000
9203	"12254"	1	"Pouch"	"Mesh"	"2-sided"	"Grey"	"1'2x1'3"	0.0000
9204	"16714"	1	"Lateral"			"Yellow/Brown"		0.0000
9205	"7439"	1	"Cabana"	"Acrylic"		"Navy"		0.0000
9206	"14725"	1	"Single RU3"	"Acrylic"		"Green/Red/White"		0.0000
9206	"14725"	1	"Single RD1"	"Acrylic"		"Green/Red/White"		0.0000
9206	"14725"	1	"Single RU1"	"Acrylic"		"Green/Red/White"		0.0000
9207	"15857"	1	"Patio"	"Acrylic"	"New08"	"Grey"	"19'10x15'9=312.32'"	0.0000
9208	"1388"	1	"Patio"	"acrylic"	"Fair"	"White"	"28'9x15'2=436.14'"	0.0000
9208	"1388"	1	"Dome"	"acrylic"	"Fair"	"White"	"3x6 Double"	0.0000
9209	"16721"	1	"Cabana Top"	"acrylic"		"Blue/White Stripe"	"15x16'3=243.75'"	0.0000
9210	"14832"	10	"Singles"	"Canvas"		"Brown"		0.0000
9210	"14832"	1	"Ext RD1"	"Canvas"		"Brown"		0.0000
9210	"14832"	1	"Ext BD1"	"Canvas"		"Brown"		0.0000
9211	"1419"	1	"Ext. RU1"	"acrylic"	"Good"	"Green/White Stripe"	"8x3'6=28'"	0.0000
9212	"16722"	1	"Single"	"Acrylic"		"Green"		0.0000
9214	"15790"	1	"Patio"	"Acrylic"	"Good"	"Beige/Green"	"15'8x14'10=232.39'"	0.0000
9215	"13153"	1	"Patio"	"acrylic"	"Poor"	"Plum Fancy"		0.0000
9216	"1411"	1	"Extension"	"acrylic"	"Fair"	"Yellow"	"14'10 / 64'"	0.0000
9216	"1411"	1	"Extension"	"acrylic"	"Fair"	"Yellow"	"10'4 / 46'"	0.0000
9216	"1411"	1	"Extension"	"acrylic"	"Fair"	"Yellow"	"10'4 / 46'"	0.0000
9216	"1411"	1	"Extension"	"acrylic"	"Fair"	"Yellow"	"7'4 / 32'"	0.0000
9217	"15709"	1	"Small Patio (house)"	"acrylic"		"Beige Multi Stripe"	"17'11x10'5=189'"	0.0000
9218	"4520"	1	"Double Hip"	"acrylic"	"OK/Fair"	"Yellow/White"		0.0000
9219	"16728"	1	"Curtain #1"			"screen"	"14x7'2"	0.0000
9219	"16728"	1	"Curtain #2"			"screen"	"10'4x7'2"	0.0000
9219	"16728"	1	"Curtain #3"			"screen"	"10'4x7'2"	0.0000
9219	"16728"	1	"Curtain #4"			"screen"	"11'3x7'2"	0.0000
9219	"16728"	1	"Curtain #5"			"screen"	"3x7"	0.0000
9220	"15461"	1	"Patio"	"Canvas"		"Grey"	"33'10x11'6=389.05'"	0.0000
9221	"16729"	1	"Patio"	"Acrylic"	"F13-Good"	"Grey"	"17x14=238'"	0.0000
9222	"13160"	2	"Round Hips"	"acrylic"	"7/07 New"	"Brown/Grey"		0.0000
9223	"15851"	1	"Patio"	"Acrylic"		"Tan"	"33'7x15'2=509.41'"	0.0000
9224	"15458"	1	"Patio"	"Acrylic"		"Blue/Grey/Pink Stripe"	"24x13'6=324'"	0.0000
9225	"16730"	1	"Patio"	"Acrylic"		"Green/White"	"24'5x10'5=254.46'"	0.0000
9226	"15878"	1	"L Patio"	"Acrylic"		"Tan/Maroon"	"19'3x10'6+7'1x8'10=264.65'"	0.0000
9227	"15825"	1	"Patio"	"Acrylic"		"Blue/Grey Stripe"	"20'9x12=249'"	0.0000
9228	"15778"	1	"Patio"	"Acrylic"		"Tan"		0.0000
9229	"15824"	1	"Freestander"	"Acrylic"		"Navy/White"	"~35x28=1169'"	0.0000
9230	"16735"	1	"Patio"	"Acrylic"		"Dk Blue"	"16'8x16'5=273.72'"	0.0000
9231	"15539"	1	"Patio"	"Acrylic"		"Dk Green Tweed"	"15'6x16'9=259.63'"	0.0000
9232	"7381"	1	"Patio"	"acrylic"		"Green/Cream Stripe"	"16'7x16'6=273.57'"	0.0000
9233	"11350"	1	"Cover"	"acrylic"	"Fair"	"Lt. Blue"	"6'8x3=20.01'"	0.0000
9233	"11350"	1	"Cover"	"acrylic"	"Fair"	"Lt. Blue"	"7x3'8=25.69'"	0.0000
9234	"16734"	2	"Panels"	"Stam+V"		"White/Clear"	"3x6'4=19.02'/41.84"	0.0000
9235	"10410"	1	"Single F1"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9235	"10410"	1	"Single L1"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9235	"10410"	1	"Single L2"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9235	"10410"	1	"Double F2"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9235	"10410"	1	"Bow F3"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9236	"16741"	1	"Patio"	"Acrylic"		"Tan Fancy"	"29'9x16'6=490.88'"	0.0000
9237	"16742"	1	"Patio"	"Acrylic"		"Blue/Grey/Green/White Stripe"	"20x17'1=341.6'"	0.0000
9238	"14711"	1	"Patio"	"Acrylic"		"Green/White"	"22'4x18=402.12'"	0.0000
9239	"14782"	1	"Double F1"	"Canvas"		"Green/White"		0.0000
9239	"14782"	1	"Double FU1"	"Canvas"		"Green/White"		0.0000
9239	"14782"	1	"Double FU2"	"Canvas"		"Green/White"		0.0000
9240	"1371"	1	"Double FU1"	"Acrylic"	"Fair"	"Beige/Green"		0.0000
9240	"1371"	1	"Double FU2"	"Acrylic"	"Fair"	"Beige/Green"		0.0000
9241	"5982"	1	"BU2 single"	"Canvas"		"Green"		0.0000
9241	"5982"	1	"BU4 single"	"Canvas"		"Green"		0.0000
9241	"5982"	1	"F1 single"	"Canvas"		"Green"		0.0000
9241	"5982"	1	"FU1"	"Canvas"		"Green"		0.0000
9241	"5982"	1	"FU3"	"Canvas"		"Green"		0.0000
9242	"15150"	1	"Ext P-F (aka F7)"	"Acrylic"		"Grey/Green/Red/Multi"	"8'11x4'11=43.47'"	0.0000
9243	"10410"	1	"Single F1"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9243	"10410"	1	"Single L1"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9243	"10410"	1	"Single L2"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9243	"10410"	1	"Double F2"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9243	"10410"	1	"Bow F3"	"Acrylic"	"G/NewS07"	"Green"		0.0000
9244	"2333"	1	"Singles"					0.0000
9245	"16746"	1	"Lateral"	"Acrylic"		"Off White/Green/Grey Stripe"	"13'6x5'8=76.41'"	0.0000
9245	"16746"	1	"Valance"	"Acrylic"		"Off White/Green/Grey Stripe"	"13'6x6""=6.75'"	0.0000
9245	"16746"	1	"Lateral"	"Acrylic"		"Off White/Green/Grey Stripe"	"15'7x5'8=88.34'"	0.0000
9245	"16746"	1	"Valance"	"Acrylic"		"Off White/Green/Grey Stripe"	"15'7x6""=7.79'"	0.0000
9246	"15537"	1	"Gazebo Cover"	"Acrylic"		"White"	"29'5x14'5=424.24'"	0.0000
9247	"16748"	1	"Boat Cover"	"Acrylic"		"Red"	"17x7'6=127.5'"	0.0000
9248	"1080"	1	"Main patio"	"Coolybrite"		"Terra Cotta"	"~25x25=625'"	0.0000
9248	"1080"	1	"Pool patio"	"Cotton"				0.0000
9248	"1080"	1	"L Shaped patio-womens locker"				"214'"	0.0000
9249	"14541"	1	"Awning"	"Acrylic"		"Green/White"		0.0000
9250	"14798"	1	"Patio"	"Vinyl"	"New 07?"	"Blue"	"~36x13"	0.0000
9251	"11383"	1	"Patio"	"acrylic"	"New S99"	"Plum Fancy"	"13'9x20'1=276.1'"	0.0000
9252	"13219"	1	"Patio"	"acrylic"		"Beige/Forest Green/Natural"	"~16x18=287.83'"	0.0000
9253	"16753"	1	"Patio"	"Canvas"		"Dark Red"	"11'10x14=165.62'"	0.0000
9254	"2283"	1	"Patio"	"acrylic"	"Good"	"Green/Red/Grey/White"	"~28'6x17=490'"	0.0000
9255	"12235"	1	"Roller"					0.0000
9256	"16754"	1	"Patio"	"Acrylic"	"ok"	"Green"	"24'3x9'3=224.31'"	0.0000
9257	"2773"	1	"Patio"	"acrylic"	"Fair/Poor"	"Green"	"16x10=160'"	0.0000
9257	"2773"	1	"Back Flap"	"acrylic"		"Green"	"15'8x15""=19.68'"	0.0000
9259	"16472"	1	"Window"	"A+V"		"Navy"	"6'4x4'7=28.13"	0.0000
9260	"16757"	1	"Lateral"				"14'2x8"	0.0000
9260	"16757"	1	"Valance"				"14'2x6"""	0.0000
9218	"4520"	1	"Singles"	"acrylic"	"OK/Fair"	"Yellow/White"		0.0000
9261	"6699"	1	"Mooring cover"	"acrylic"	"Good"	"Pac. Blue"	"7'4x10=73.4'"	0.0000
9262	"16760"	1	"Mooring Cover"	"Acrylic"		"Green"	"14'10x7'4=108.85'"	0.0000
9263	"15582"	1	"Cover"	"Poly?"			"~6'6x4'1=26.52'"	0.0000
9264	"2909"	1	"Mooring Cover"	"acrylic"	"Good"	"Green Tweed"	"14'11x9'2=136.82'"	0.0000
9265	"16769"	1	"Patio"	"Acrylic"		"Green/White"	"~19'2x15=286.6'"	0.0000
9266	"14933"	1	"Patio"	"Acrylic"		"Blue Fancy"	"15'10x13'8=216.4'"	0.0000
9267	"15540"	1	"Patio"	"Acrylic"		"Tan/Blue/Yellow Stripe"	"22'2x14'5=319.69'"	0.0000
9268	"12286"	1	"Patio"	"acrylic"	"New S04"	"Yellow"	"95'"	0.0000
9269	"4173"	1	"Patio"	"acrylic"	"Poor"	"Green/White"	"19'1x18'9=357.75'"	0.0000
9269	"4173"	1	"Drop Curtain (triangle)"	"acrylic"	"Fair"	"Green/White"	"(1/2)14x6'11=48.44'"	0.0000
9270	"1491"	1	"Patio"	"acrylic"	"Good"	"Peach"	"11x10'3=112.75'"	0.0000
9271	"6564"	1	"Valance"					0.0000
9271	"6564"	1	"Lateral"	"acrylic"	"Fair"	"Grey/White"	"21'9x11'6=250.13'"	0.0000
9272	"1771"	1	"Small Patio"				"25x8=200'"	0.0000
9272	"1771"	1	"Large Patio"	"acrylic"	"Fair"	"Green"		0.0000
9273	"8823"	1	"Patio"	"Sunbrella"	"Fair"	"Brown Tweed"	"20'6x21'6=440.75'"	0.0000
9274	"16774"	1	"Patio"	"acrylic"		"Blue/Grey"	"24x11'6=276'"	0.0000
9275	"15869"	1	"L Patio"	"Acrylic"	"ok"	"Blue"	"10'3x23'1+11'6x4'2=284.53'"	0.0000
9276	"4611"	1	"Extension"	"acrylic"	"Fair"	"Brown/Tan"	"11'4x5'7=63.28'"	0.0000
9277	"7418"	1	"Patio"	"acrylic"		"Green/Grey"	"23'5x21'4=499.78'"	0.0000
9278	"15457"	1	"Patio"	"Acrylic"		"Brick Red"	"18'7x15'10=294.12'"	0.0000
9279	"2332"	1	"BU2"					0.0000
9279	"2332"	1	"BD1"					0.0000
9279	"2332"	1	"F1"					0.0000
9279	"2332"	1	"F2"					0.0000
9280	"16616"	1	"Patio"	"Acrylic"		"Green"	"13'5x17'2=222.75'"	0.0000
9281	"15898"	1	"Patio 3 sections"	"Firesist"	"NewS04"	"Blue"		0.0000
9282	"146"	1	"Patio"	"acrylic"	"Poor"	"Silver"	"18'6x14=259'"	0.0000
9282	"146"	1	"Lateral LEFT"	"Acrylic"	"Fair"	"Silver"	"12'8x5'10=73.87'"	0.0000
9283	"13937"	1	"Patio"	"Acrylic"	"Good"	"Beige/Green"	"29'6x13'4(-cutout)=373.28'"	0.0000
9284	"16510"	1	"Patio-left side"	"Acrylic"	"New S05"		"28'9x16'8=479.26'"	0.0000
9285	"11519"	1	"Patio"	"acrylic"		"Green/White"	"1188'"	0.0000
9286	"15470"	1	"Patio"	"Acrylic"		"Lt Beige"	"18'9x17'1=337.33'"	0.0000
9287	"16778"	1	"Patio"	"Acrylic"	"S14-Good"	"Blue/White Fancy"	"15'11x13'3=210.94'"	0.0000
9287	"16778"	1	"Curtain screen-left"				"12x7"	0.0000
9287	"16778"	1	"Curtain screen-center"				"15'5x7"	0.0000
9287	"16778"	1	"Curtain screen-right"				"8'2x7"	0.0000
9288	"15855"	1	"Curtain #1"	"A+V"		"Grey/Clear"	"7'10x6'3"	0.0000
9288	"15855"	1	"Curtain #2"	"A+V"		"Grey/Clear"	"7'10x3'5"	0.0000
9288	"15855"	1	"Curtain #3"	"A+V"		"Grey/Clear"	"8'5x7'10"	0.0000
9288	"15855"	1	"Curtain #4"	"A+V"		"Grey/Clear"	"10'6x7'10"	0.0000
9288	"15855"	1	"Curtain #5"	"A+V"		"Grey/Clear"	"9'9x7'10"	0.0000
9288	"15855"	1	"Curtain #6"	"A+V"		"Grey/Clear"	"7'10x3'2"	0.0000
9288	"15855"	1	"Curtain #7"	"A+V"		"Grey/Clear"	"7'10x3'5"	0.0000
9288	"15855"	1	"Curtain #8"	"A+V"		"Grey/Clear"	"7'10x3'2"	0.0000
9288	"15855"	1	"Curtain #9"	"A+V"		"Grey/Clear"	"16'8x7'10"	0.0000
