CustID,PhotoDate,Link,Notes
13227,"01/09/14 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Diana-canvasbyvictoria.jpg#..\..\Pictures\CLEANING - REPAIRS\Diana-canvasbyvictoria.jpg#",
4429,"10/12/15 00:00:00","..\..\Pictures\CLEANING - REPAIRS\franklin-carol A.jpg#..\..\Pictures\CLEANING - REPAIRS\franklin-carol A.jpg#",
4429,"10/12/15 00:00:00","..\..\Pictures\CLEANING - REPAIRS\franklin-carol B.jpg#..\..\Pictures\CLEANING - REPAIRS\franklin-carol B.jpg#",
4429,"10/12/15 00:00:00","..\..\Pictures\CLEANING - REPAIRS\franklin-carol C.jpg#..\..\Pictures\CLEANING - REPAIRS\franklin-carol C.jpg#",
8823,"08/01/15 00:00:00","..\..\Pictures\CLEANING - REPAIRS\freeman 8-15 A.jpg#..\..\Pictures\CLEANING - REPAIRS\freeman 8-15 A.jpg#",
8823,"08/01/15 00:00:00","..\..\Pictures\CLEANING - REPAIRS\freeman 8-15 B.jpg#..\..\Pictures\CLEANING - REPAIRS\freeman 8-15 B.jpg#",
11440,"04/03/17 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gard - NS CT.jpg#..\..\Pictures\CLEANING - REPAIRS\Gard - NS CT.jpg#",
16414,"01/31/18 00:00:00","..\..\Pictures\CLEANING - REPAIRS\garvey 1.jpg#..\..\Pictures\CLEANING - REPAIRS\garvey 1.jpg#",
16414,"01/31/18 00:00:00","..\..\Pictures\CLEANING - REPAIRS\garvey 2.jpg#..\..\Pictures\CLEANING - REPAIRS\garvey 2.jpg#",
16322,"03/21/16 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 A.jpg#..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 A.jpg#",
16322,"03/21/16 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 B.jpg#..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 B.jpg#",
16322,"03/21/16 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 C.jpg#..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 C.jpg#",
16322,"03/21/16 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 D.jpg#..\..\Pictures\CLEANING - REPAIRS\Gelotte 36850 D.jpg#",
12359,"02/06/16 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gerard R9702 A.jpg#..\..\Pictures\CLEANING - REPAIRS\Gerard R9702 A.jpg#",
12359,"02/06/16 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Gerard R9702 B.jpg#..\..\Pictures\CLEANING - REPAIRS\Gerard R9702 B.jpg#",
7939,"04/03/17 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 A.jpg#..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 A.jpg#",
7939,"04/03/17 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 B.jpg#..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 B.jpg#",
7939,"04/03/17 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 C.jpg#..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 C.jpg#",
7939,"04/03/17 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 D.jpg#..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 D.jpg#",
7939,"04/03/17 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 E.jpg#..\..\Pictures\CLEANING - REPAIRS\gleason-doyle 39628 E.jpg#",
18491,"10/18/13 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gregg3.jpg#..\..\Pictures\CLEANING - REPAIRS\gregg3.jpg#",
18491,"10/18/13 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gregge1.jpg#..\..\Pictures\CLEANING - REPAIRS\gregge1.jpg#",
18491,"10/18/13 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gregge2.jpg#..\..\Pictures\CLEANING - REPAIRS\gregge2.jpg#",
18491,"10/18/13 00:00:00","..\..\Pictures\CLEANING - REPAIRS\gregge4.jpg#..\..\Pictures\CLEANING - REPAIRS\gregge4.jpg#",
17048,"02/27/15 00:00:00","..\..\Pictures\CLEANING - REPAIRS\Grossman-Perinos 34908 A.jpg#..\..\Pictures\CLEANING - REPAIRS\Grossman-Perinos 34908 A.jpg#",
